country,_order_value_eur_,_cost_,date,category,customer_name,sales_manager,sales_rep,device_type,order_id
ireland,"65,397.28",53920.06,2020-03-20,outdoors,Baumbach Group,Glenine Suttaby,Bunnie Tonbridge,mobile,74-6211038
france,"48,890.14",41180.16,2019-05-20,clothing,Johns and Sons,Othello Bowes,Ora Grennan,pc,85-5544928
france,"80,839.75",63936.16,2020-05-21,games,Goldner-Dibbert,Othello Bowes,Crysta Halls,pc,00-6227453
ireland,"79,375.17",64532.01,2020-02-09,beauty,Hessel-Stiedemann,Glenine Suttaby,Bunnie Tonbridge,mobile,70-5224180
bulgaria,"158,011.30",137390.83,2019-11-27,beauty,"Jacobson, Marvin and Brown",Charil Alpe,Bernadine Fullagar,pc,40-8287610
portugal,"155,766.23",131529.0,2020-05-27,games,Romaguera-Haley,Celine Tumasian,Aurelie Wren,pc,49-7876403
france,"19,366.75",15857.49,2020-03-28,games,Wisoky Inc,Othello Bowes,Avrit Chanders,pc,01-6107437
france,"45,481.24",37317.36,2019-10-25,smartphones,Wiza and Sons,Othello Bowes,Crysta Halls,pc,13-6163562
sweden,"152,747.92",130614.75,2020-05-03,appliances,Armstrong-Little,Maxie Marrow,Anita Woakes,pc,41-0722740
sweden,"255,216.00",211446.46,2019-12-28,clothing,"Jacobson, Marvin and Brown",Maxie Marrow,Tarrah Castelletti,pc,65-4008552
portugal,"154,858.00",135376.86,2020-07-22,games,"Dickinson, Hyatt and Berge",Celine Tumasian,Smitty Culverhouse,pc,72-4825752
france,"250,488.42",214142.55,2020-06-13,appliances,Goldner-Dibbert,Othello Bowes,Amelina Piscopiello,pc,18-2580592
sweden,"115,151.22",91430.07,2020-10-25,appliances,"Farrell, Swaniawski and Crist",Maxie Marrow,Madelon Bront,pc,14-1283254
sweden,"57,347.48",50041.41,2020-08-12,beauty,Johns and Sons,Maxie Marrow,Madelon Bront,pc,79-4826735
portugal,"74,790.02",64992.53,2020-06-19,beauty,Corwin and Sons,Celine Tumasian,Corene Shirer,pc,82-2840501
france,"72,749.07",59108.62,2019-01-20,smartphones,Johns and Sons,Othello Bowes,Amelina Piscopiello,pc,19-0320558
bulgaria,"128,235.65",103024.52,2020-09-20,books,"Dickinson, Hyatt and Berge",Charil Alpe,Shermy McGready,pc,57-0945292
sweden,"79,088.70",67415.21,2020-05-24,beauty,McGlynn-Prosacco,Maxie Marrow,Tarrah Castelletti,pc,01-6573793
uk,"124,537.47",105881.76,2019-09-24,clothing,Hilll-Vandervort,Jessamine Apark,Winny Agnolo,pc,63-0694419
sweden,"161,192.45",135965.83,2019-07-04,clothing,Wisoky Inc,Maxie Marrow,Tarrah Castelletti,pc,24-2442637
france,"109,697.86",89853.52,2019-07-24,beauty,Considine-Fisher,Othello Bowes,Crysta Halls,pc,04-8899739
france,"57,276.26",49223.22,2020-04-04,appliances,Johns and Sons,Othello Bowes,Amelina Piscopiello,pc,48-2932903
netherlands,"149,956.93",130087.64,2020-10-08,games,"Spencer, Rogahn and Muller",Denice Amberg,Nero Harbisher,pc,66-0265458
italy,"127,075.41",110924.13,2019-09-24,clothing,Labadie and Sons,Piggy Roscrigg,Joshua Prevost,pc,57-6602854
sweden,"28,755.32",23938.8,2019-10-10,books,"Murray, Reichel and Nolan",Maxie Marrow,Madelon Bront,pc,47-6702070
portugal,"178,027.46",144985.56,2020-01-04,appliances,Wisoky Inc,Celine Tumasian,Corene Shirer,pc,99-9215178
bulgaria,"152,231.86",122303.08,2019-05-08,smartphones,Smith Group,Charil Alpe,Shermy McGready,pc,39-5953116
sweden,"53,957.42",46905.19,2019-05-25,smartphones,Johns and Sons,Maxie Marrow,Caro Morfield,pc,71-3278650
portugal,"80,474.78",66568.74,2019-05-22,clothing,"Farrell, Swaniawski and Crist",Celine Tumasian,Hortense Gerring,pc,38-6891011
bulgaria,"145,439.65",123710.97,2020-10-03,smartphones,Friesen and Sons,Charil Alpe,Bernadine Fullagar,pc,06-5566367
france,"84,035.82",71329.6,2020-10-27,books,Johns and Sons,Othello Bowes,Maighdiln Upcraft,tablet,30-9025281
spain,"68,288.68",56754.72,2020-09-27,beauty,Johns and Sons,Emalia Dinse,Bertha Walbrook,pc,80-4161102
sweden,"100,578.60",83208.68,2019-01-14,electronics,Labadie and Sons,Maxie Marrow,Caro Morfield,pc,96-1388247
france,"94,925.00",77572.71,2019-09-30,accessories,Schoen-Keeling,Othello Bowes,Avrit Chanders,mobile,21-2097342
france,"105,464.41",84761.75,2019-08-27,books,"Schmitt, Purdy and Johnson",Othello Bowes,Avrit Chanders,pc,30-4045249
france,"155,827.30",126360.36,2019-04-30,appliances,Hilll-Vandervort,Othello Bowes,Avrit Chanders,tablet,31-9806848
portugal,"90,994.31",72540.66,2020-05-09,electronics,"Zieme, Bailey and Herzog",Celine Tumasian,Brynn Dempster,pc,09-7835975
portugal,"32,779.67",26800.66,2020-03-22,outdoors,Kihn Inc,Celine Tumasian,Aurelie Wren,pc,16-9758497
bulgaria,"40,187.99",32508.07,2020-05-22,games,Friesen-Rath,Charil Alpe,Shermy McGready,pc,54-1058965
uk,"91,842.59",73979.21,2019-03-29,games,Marquardt-Kuvalis,Jessamine Apark,Genevra Charrisson,pc,84-0565956
portugal,"38,494.71",33113.15,2019-02-04,games,Wisoky Inc,Celine Tumasian,Hortense Gerring,pc,85-6263705
france,"86,050.61",75569.65,2020-09-03,clothing,McClure Inc,Othello Bowes,Crysta Halls,pc,46-4560578
sweden,"36,749.51",30101.52,2020-10-15,games,Hilll-Vandervort,Maxie Marrow,Madelon Bront,pc,08-5093310
finland,"194,531.02",158970.75,2019-07-09,clothing,"Farrell, Swaniawski and Crist",Hube Corey,Mellicent Mattys,tablet,21-8525376
france,"106,730.16",89503.91,2020-07-30,beauty,"Farrell, Swaniawski and Crist",Othello Bowes,Ora Grennan,pc,60-0406937
germany,"30,177.80",23924.96,2020-10-06,electronics,"Leffler, Prohaska and Streich",Rickard Doogood,Casie MacBain,mobile,61-4937643
portugal,"93,902.04",80793.31,2020-03-01,clothing,Tillman and Sons,Celine Tumasian,Aurelie Wren,pc,94-3251589
germany,"250,483.63",217269.5,2020-07-03,accessories,Considine-Fisher,Rickard Doogood,Casie MacBain,mobile,48-2124998
sweden,"162,142.74",136037.76,2019-01-29,clothing,Kirlin and Sons,Maxie Marrow,Alyosha Meah,pc,19-1017922
denmark,"47,516.54",38987.32,2020-01-09,books,Johns and Sons,Modestia Byfford,Cobby Andersen,pc,51-1141675
germany,"163,546.81",133307.0,2019-05-07,electronics,"Lueilwitz, Kerluke and Lesch",Rickard Doogood,Casie MacBain,pc,94-2134593
france,"35,437.89",30412.8,2020-02-03,clothing,Homenick-Marvin,Othello Bowes,Ora Grennan,pc,82-0616982
belgium,"122,889.28",103042.66,2020-11-27,smartphones,Labadie and Sons,Lambert Norheny,Collin Mackness,pc,22-5761330
luxembourg,"26,490.47",21168.53,2019-11-04,appliances,Hessel-Stiedemann,Ilsa Kob,Jocelyn Laurentino,pc,62-1694462
uk,"173,722.59",148063.76,2019-04-09,games,"Schowalter, Lesch and Beahan",Jessamine Apark,Jay Morefield,pc,66-2612057
france,"76,543.36",65819.64,2019-03-21,accessories,"Hermiston, Simonis and Wisoky",Othello Bowes,Ora Grennan,pc,01-7655863
sweden,"69,626.39",57295.56,2019-06-15,electronics,"Hamill, Kulas and Roob",Maxie Marrow,Madelon Bront,pc,06-2196763
france,"249,915.21",215326.95,2020-12-15,appliances,Armstrong-Little,Othello Bowes,Crysta Halls,pc,84-4465649
portugal,"55,790.71",48783.4,2020-10-08,appliances,Johns and Sons,Celine Tumasian,Corene Shirer,pc,63-6767584
netherlands,"77,896.83",62714.74,2020-03-13,clothing,Dibbert Inc,Denice Amberg,Nero Harbisher,pc,75-7443241
portugal,"104,391.93",86770.57,2020-01-04,beauty,"Murray, Reichel and Nolan",Celine Tumasian,Brynn Dempster,pc,34-8182639
portugal,"57,115.99",48976.96,2019-03-27,books,"Lind, Mueller and Stoltenberg",Celine Tumasian,Aurelie Wren,mobile,53-3803984
france,"74,685.85",59166.13,2020-05-23,games,"Lubowitz, McLaughlin and Erdman",Othello Bowes,Avrit Chanders,pc,68-0176456
france,"74,103.82",64811.2,2020-01-02,appliances,Johns and Sons,Othello Bowes,Ora Grennan,pc,63-7370049
france,"176,190.16",142273.55,2019-09-02,appliances,Johns and Sons,Othello Bowes,Maighdiln Upcraft,pc,03-3461826
sweden,"185,778.30",154734.75,2020-06-25,electronics,"Jacobson, Marvin and Brown",Maxie Marrow,Tarrah Castelletti,pc,76-5888381
france,"212,521.26",172014.71,2019-06-20,books,Johns and Sons,Othello Bowes,Crysta Halls,pc,43-7357498
france,"40,148.49",31954.18,2019-02-02,electronics,Hane Inc,Othello Bowes,Amelina Piscopiello,pc,88-8981595
portugal,"157,942.65",136620.39,2020-06-23,electronics,Hessel-Stiedemann,Celine Tumasian,Brynn Dempster,pc,95-6123269
netherlands,"172,453.10",145688.38,2020-06-24,outdoors,Kirlin and Sons,Denice Amberg,Nero Harbisher,pc,60-6986682
france,"203,604.46",175344.16,2019-06-26,electronics,Kirlin and Sons,Othello Bowes,Crysta Halls,mobile,29-5478106
sweden,"251,587.20",201848.41,2019-06-14,smartphones,"Schowalter, Lesch and Beahan",Maxie Marrow,Alyosha Meah,mobile,49-2256360
sweden,"19,930.04",16543.93,2019-03-09,smartphones,Johns and Sons,Maxie Marrow,Anita Woakes,tablet,59-2480731
bulgaria,"149,372.32",130611.16,2020-12-20,electronics,"Abbott, Roberts and Torp",Charil Alpe,Shermy McGready,mobile,63-6848448
sweden,"25,907.52",22454.05,2019-02-19,books,"Farrell, Swaniawski and Crist",Maxie Marrow,Alyosha Meah,pc,14-5110197
portugal,"64,762.89",54238.92,2019-02-06,electronics,Schoen-Keeling,Celine Tumasian,Hortense Gerring,pc,42-2646312
finland,"65,211.07",56883.62,2020-10-28,games,Hilll-Vandervort,Hube Corey,Mellicent Mattys,pc,60-8083173
spain,"42,475.60",35802.68,2019-02-13,books,Johns and Sons,Emalia Dinse,Perri Aldersley,pc,76-1827989
portugal,"172,340.86",136562.9,2020-04-09,beauty,Tromp LLC,Celine Tumasian,Hortense Gerring,pc,36-4321653
ireland,"165,709.19",138102.04,2020-10-09,smartphones,Considine-Fisher,Glenine Suttaby,Bunnie Tonbridge,pc,18-7046062
italy,"118,409.59",96030.18,2020-10-06,games,"Bashirian, Okuneva and Bechtelar",Piggy Roscrigg,Joshua Prevost,pc,73-4380400
france,"58,416.11",48076.46,2020-05-16,appliances,Stehr LLC,Othello Bowes,Maighdiln Upcraft,pc,47-5051773
france,"78,629.19",63359.4,2019-02-21,appliances,Johns and Sons,Othello Bowes,Amelina Piscopiello,mobile,92-3687989
sweden,"64,842.92",56439.28,2019-09-29,appliances,Larkin-Collier,Maxie Marrow,Alyosha Meah,mobile,60-9753536
belgium,"76,183.74",61617.41,2019-06-03,clothing,"Hermiston, Simonis and Wisoky",Lambert Norheny,Collin Mackness,mobile,39-5658730
sweden,"131,839.16",115372.45,2020-04-27,books,McGlynn-Prosacco,Maxie Marrow,Madelon Bront,pc,73-8632957
portugal,"147,092.62",117806.48,2020-10-31,clothing,"Fisher, Morar and Skiles",Celine Tumasian,Hortense Gerring,pc,16-0987104
finland,"62,011.86",49324.23,2019-01-17,beauty,Johns and Sons,Hube Corey,Mellicent Mattys,tablet,76-0164425
portugal,"56,763.04",47663.92,2019-08-11,smartphones,Kirlin and Sons,Celine Tumasian,Aurelie Wren,mobile,87-7908481
portugal,"78,057.96",67161.07,2020-11-29,beauty,"Swaniawski, Runolfsson and Green",Celine Tumasian,Hortense Gerring,tablet,30-7149594
uk,"96,358.45",80700.2,2019-06-12,outdoors,Stamm-Zulauf,Jessamine Apark,Genevra Charrisson,pc,75-7848944
france,"40,535.64",35480.85,2019-01-13,electronics,Kihn Inc,Othello Bowes,Crysta Halls,pc,72-2796883
france,"96,795.99",81395.75,2019-06-21,appliances,Connelly-Mohr,Othello Bowes,Avrit Chanders,pc,32-3124563
portugal,"122,035.93",97897.22,2020-06-21,accessories,Larkin-Collier,Celine Tumasian,Aurelie Wren,pc,83-7592334
sweden,"89,502.53",72488.1,2020-10-31,clothing,Gleichner-Green,Maxie Marrow,Tarrah Castelletti,pc,61-3721294
portugal,"223,233.32",179100.09,2019-06-28,games,Romaguera-Dietrich,Celine Tumasian,Corene Shirer,pc,43-8355995
finland,"33,190.03",28397.39,2020-08-18,electronics,Homenick-Marvin,Hube Corey,Wat Bowkley,tablet,49-2458036
portugal,"82,357.57",65474.27,2019-02-19,books,Kihn Inc,Celine Tumasian,Aurelie Wren,pc,13-9607758
ireland,"46,857.77",39116.87,2020-06-19,games,Johns and Sons,Glenine Suttaby,Palm Wetherald,mobile,61-0888460
uk,"178,560.10",150383.32,2020-07-02,books,O'Connell-Mitchell,Jessamine Apark,Winny Agnolo,mobile,25-2616039
sweden,"173,944.47",139729.59,2020-09-11,books,Johns and Sons,Maxie Marrow,Madelon Bront,pc,46-2962443
uk,"176,662.26",146859.34,2020-06-28,electronics,Friesen-Rath,Jessamine Apark,Genevra Charrisson,pc,44-9908550
france,"133,754.65",106147.69,2020-09-18,games,Armstrong-Little,Othello Bowes,Ora Grennan,pc,52-3150154
bulgaria,"159,294.28",130605.38,2020-08-09,clothing,"Hamill, Kulas and Roob",Charil Alpe,Shermy McGready,pc,37-9761957
france,"123,562.02",102927.16,2020-04-22,clothing,McGlynn-Bergstrom,Othello Bowes,Amelina Piscopiello,pc,67-6072579
france,"33,013.08",26743.9,2020-11-28,electronics,Romaguera-Dietrich,Othello Bowes,Amelina Piscopiello,pc,89-0300778
portugal,"105,340.85",87285.43,2020-08-18,books,"Farrell, Swaniawski and Crist",Celine Tumasian,Brynn Dempster,pc,80-1894360
spain,"127,143.54",105033.28,2019-10-03,electronics,"Murray, Reichel and Nolan",Emalia Dinse,Bertha Walbrook,pc,58-2235320
portugal,"56,570.64",46993.23,2020-10-05,books,Stamm Inc,Celine Tumasian,Smitty Culverhouse,pc,68-9875936
france,"75,522.66",60448.34,2019-03-13,smartphones,Corwin and Sons,Othello Bowes,Crysta Halls,pc,75-8968627
portugal,"87,085.71",76548.34,2020-08-27,outdoors,West-Cummings,Celine Tumasian,Smitty Culverhouse,pc,86-9456489
uk,"290,010.79",234444.72,2019-12-25,smartphones,Smith Group,Jessamine Apark,Genevra Charrisson,pc,02-1124101
luxembourg,"256,603.66",209799.15,2019-07-27,smartphones,O'Connell-Mitchell,Ilsa Kob,Jocelyn Laurentino,tablet,85-9787047
uk,"126,074.62",100027.6,2020-11-07,books,Gislason-Stanton,Jessamine Apark,Winny Agnolo,pc,60-7663173
sweden,"94,085.50",77498.23,2020-01-19,electronics,"Zieme, Bailey and Herzog",Maxie Marrow,Caro Morfield,pc,34-1570975
portugal,"159,216.47",137419.74,2020-06-26,games,Johns and Sons,Celine Tumasian,Smitty Culverhouse,pc,57-9765345
portugal,"74,958.46",65806.03,2020-08-05,electronics,Hessel-Stiedemann,Celine Tumasian,Smitty Culverhouse,pc,31-8846200
sweden,"83,897.88",69559.73,2019-03-18,appliances,Franecki-White,Maxie Marrow,Anita Woakes,mobile,48-6452102
sweden,"133,055.04",105366.29,2019-11-10,books,Hegmann Group,Maxie Marrow,Tarrah Castelletti,pc,85-9541179
sweden,"94,115.99",75669.26,2019-09-16,appliances,"Swaniawski, Runolfsson and Green",Maxie Marrow,Tarrah Castelletti,pc,93-2085046
finland,"125,851.79",103777.39,2020-11-15,games,Wunsch LLC,Hube Corey,Mellicent Mattys,pc,03-6962760
netherlands,"60,917.85",52736.58,2019-02-17,smartphones,Smith Group,Denice Amberg,Nero Harbisher,pc,15-3241183
france,"101,318.72",86657.9,2019-04-13,games,Hilll-Vandervort,Othello Bowes,Maighdiln Upcraft,pc,54-5705354
portugal,"131,610.37",106406.98,2020-04-30,beauty,O'Connell-Mitchell,Celine Tumasian,Corene Shirer,pc,29-1888759
france,"235,042.75",187446.59,2019-12-25,books,"Christiansen, Donnelly and Bechtelar",Othello Bowes,Maighdiln Upcraft,pc,12-3815754
ireland,"58,921.31",51715.23,2020-12-13,games,Johns and Sons,Glenine Suttaby,Bunnie Tonbridge,pc,30-4823900
portugal,"101,846.87",88066.99,2019-01-07,clothing,Corwin and Sons,Celine Tumasian,Aurelie Wren,pc,72-9074281
france,"95,307.21",78533.14,2020-03-26,books,Armstrong-Little,Othello Bowes,Amelina Piscopiello,pc,52-0213558
france,"232,217.05",191439.74,2019-06-20,beauty,Hessel-Stiedemann,Othello Bowes,Maighdiln Upcraft,mobile,19-6334792
portugal,"75,912.59",60145.55,2019-10-14,outdoors,Wisoky Inc,Celine Tumasian,Corene Shirer,mobile,35-4712641
portugal,"57,367.93",46255.76,2019-10-28,clothing,Friesen-Rath,Celine Tumasian,Aurelie Wren,mobile,03-3542738
portugal,"158,240.24",136561.33,2020-11-23,books,Hessel-Stiedemann,Celine Tumasian,Brynn Dempster,pc,81-9457605
portugal,"97,291.62",76899.3,2020-01-02,clothing,Johns and Sons,Celine Tumasian,Hortense Gerring,pc,63-0813030
portugal,"83,904.32",69011.3,2020-06-07,games,"Hartmann, Hane and Pfannerstill",Celine Tumasian,Corene Shirer,pc,00-7326184
uk,"133,696.86",109310.55,2020-01-27,books,Hilll-Vandervort,Jessamine Apark,Winny Agnolo,pc,22-0156233
uk,"146,076.81",123230.4,2019-07-27,appliances,Johns and Sons,Jessamine Apark,Genevra Charrisson,pc,94-0623186
france,"56,118.05",47711.57,2020-03-02,beauty,Altenwerth-Konopelski,Othello Bowes,Amelina Piscopiello,pc,08-0446109
france,"46,296.26",40319.41,2020-05-15,games,Wisoky Inc,Othello Bowes,Amelina Piscopiello,tablet,77-3489084
belgium,"118,061.05",101131.1,2020-07-02,appliances,Johns and Sons,Lambert Norheny,Collin Mackness,mobile,59-2117058
finland,"74,480.56",60023.88,2020-03-06,clothing,Homenick-Marvin,Hube Corey,Wat Bowkley,pc,31-1849120
spain,"87,205.01",69171.01,2020-06-18,games,Johns and Sons,Emalia Dinse,Manuel Goudie,tablet,45-3085595
portugal,"107,716.72",86679.64,2020-01-18,accessories,"Jacobson, Marvin and Brown",Celine Tumasian,Brynn Dempster,mobile,61-3294149
